"","time","lat","lon","address","site_number","no2","o3","pm25","source","year","month","day","pm_diff"
"222","2022-02-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.737,"PurpleAir",2022,2,21,2.696
"223","2022-02-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.0135,"PurpleAir",2022,2,22,10.2765
"224","2022-02-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.6455,"PurpleAir",2022,2,23,-11.368
"225","2022-02-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.463,"PurpleAir",2022,2,24,5.8175
"226","2022-02-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,15.5765,"PurpleAir",2022,2,25,4.1135
"227","2022-02-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,20.9825,"PurpleAir",2022,2,26,5.406
"228","2022-02-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,31.8745,"PurpleAir",2022,2,27,10.892
"229","2022-02-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.719,"PurpleAir",2022,2,28,-17.1555
"230","2022-03-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.917,"PurpleAir",2022,3,1,-4.802
"231","2022-03-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.905,"PurpleAir",2022,3,2,-3.012
"232","2022-03-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,15.7965,"PurpleAir",2022,3,3,8.8915
"233","2022-03-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,15.3125,"PurpleAir",2022,3,4,-0.484000000000002
"234","2022-03-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.663,"PurpleAir",2022,3,5,-4.6495
"235","2022-03-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.3515,"PurpleAir",2022,3,6,3.6885
"236","2022-03-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.6105,"PurpleAir",2022,3,7,-3.741
"237","2022-03-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.9995,"PurpleAir",2022,3,8,2.389
"238","2022-03-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,23.2985,"PurpleAir",2022,3,9,10.299
"239","2022-03-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.648,"PurpleAir",2022,3,10,-12.6505
"240","2022-03-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.838,"PurpleAir",2022,3,11,1.19
"241","2022-03-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.8005,"PurpleAir",2022,3,12,-3.0375
"242","2022-03-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.2225,"PurpleAir",2022,3,13,-0.577999999999999
"243","2022-03-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.61,"PurpleAir",2022,3,14,-1.6125
"244","2022-03-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.514,"PurpleAir",2022,3,15,0.903999999999999
"245","2022-03-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.8485,"PurpleAir",2022,3,16,10.3345
"246","2022-03-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.238,"PurpleAir",2022,3,17,-7.6105
"247","2022-03-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.878,"PurpleAir",2022,3,18,-7.36
"248","2022-03-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.2655,"PurpleAir",2022,3,19,-0.6125
"249","2022-03-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.455,"PurpleAir",2022,3,20,-0.8105
"250","2022-03-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.111,"PurpleAir",2022,3,21,8.656
"251","2022-03-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.193,"PurpleAir",2022,3,22,-6.918
"252","2022-03-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,0.211,"PurpleAir",2022,3,23,-2.982
"253","2022-03-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.2635,"PurpleAir",2022,3,24,5.0525
"254","2022-03-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.028,"PurpleAir",2022,3,25,6.7645
"255","2022-03-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.665,"PurpleAir",2022,3,26,-0.363000000000001
"256","2022-03-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.5025,"PurpleAir",2022,3,27,-5.1625
"257","2022-03-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.0465,"PurpleAir",2022,3,28,-5.456
"258","2022-03-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.853,"PurpleAir",2022,3,29,6.8065
"259","2022-03-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.532,"PurpleAir",2022,3,30,1.679
"260","2022-03-31",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.758,"PurpleAir",2022,3,31,-1.774
"261","2022-04-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.3425,"PurpleAir",2022,4,1,-5.4155
"262","2022-04-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.24,"PurpleAir",2022,4,2,8.8975
"263","2022-04-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.328,"PurpleAir",2022,4,3,3.088
"264","2022-04-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.289,"PurpleAir",2022,4,4,-3.039
"265","2022-04-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.642,"PurpleAir",2022,4,5,-0.647
"266","2022-04-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.092,"PurpleAir",2022,4,6,-2.55
"267","2022-04-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,0.4575,"PurpleAir",2022,4,7,-7.6345
"268","2022-04-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.0335,"PurpleAir",2022,4,8,7.576
"269","2022-04-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.667,"PurpleAir",2022,4,9,-4.3665
"270","2022-04-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.925,"PurpleAir",2022,4,10,-0.742
"271","2022-04-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.8485,"PurpleAir",2022,4,11,8.9235
"272","2022-04-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,23.9905,"PurpleAir",2022,4,12,12.142
"273","2022-04-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.4945,"PurpleAir",2022,4,13,-10.496
"274","2022-04-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.7555,"PurpleAir",2022,4,14,-11.739
"275","2022-04-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.2745,"PurpleAir",2022,4,15,8.519
"276","2022-04-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,26.923,"PurpleAir",2022,4,16,16.6485
"277","2022-04-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.4225,"PurpleAir",2022,4,17,-13.5005
"278","2022-04-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.27,"PurpleAir",2022,4,18,-4.1525
"279","2022-04-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.505,"PurpleAir",2022,4,19,-3.765
"280","2022-04-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.847,"PurpleAir",2022,4,20,7.342
"281","2022-04-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.861,"PurpleAir",2022,4,21,1.014
"282","2022-04-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.3245,"PurpleAir",2022,4,22,0.4635
"283","2022-04-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.7705,"PurpleAir",2022,4,23,-6.554
"284","2022-04-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.2325,"PurpleAir",2022,4,24,-0.538
"285","2022-04-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.162,"PurpleAir",2022,4,25,-6.0705
"286","2022-04-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.508,"PurpleAir",2022,4,26,1.346
"287","2022-04-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.9215,"PurpleAir",2022,4,27,3.4135
"288","2022-04-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.3355,"PurpleAir",2022,4,28,3.414
"289","2022-04-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.3345,"PurpleAir",2022,4,29,-3.001
"290","2022-04-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.0695,"PurpleAir",2022,4,30,-1.265
"291","2022-05-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.13,"PurpleAir",2022,5,1,0.0605000000000002
"292","2022-05-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.248,"PurpleAir",2022,5,2,4.118
"293","2022-05-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.152,"PurpleAir",2022,5,3,-2.096
"294","2022-05-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.835,"PurpleAir",2022,5,4,10.683
"295","2022-05-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.3645,"PurpleAir",2022,5,5,-5.4705
"296","2022-05-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.653,"PurpleAir",2022,5,6,-7.7115
"297","2022-05-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.308,"PurpleAir",2022,5,7,12.655
"298","2022-05-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,32.1375,"PurpleAir",2022,5,8,14.8295
"299","2022-05-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,33.195,"PurpleAir",2022,5,9,1.0575
"300","2022-05-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,22.4795,"PurpleAir",2022,5,10,-10.7155
"301","2022-05-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.88,"PurpleAir",2022,5,11,-12.5995
"302","2022-05-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.9275,"PurpleAir",2022,5,12,2.0475
"303","2022-05-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.9905,"PurpleAir",2022,5,13,-4.937
"304","2022-05-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.661,"PurpleAir",2022,5,14,-2.3295
"305","2022-05-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.582,"PurpleAir",2022,5,15,2.921
"306","2022-05-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.3795,"PurpleAir",2022,5,16,-1.2025
"307","2022-05-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.876,"PurpleAir",2022,5,17,3.4965
"308","2022-05-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.5355,"PurpleAir",2022,5,18,-2.3405
"309","2022-05-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.1865,"PurpleAir",2022,5,19,3.651
"310","2022-05-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,38.2645,"PurpleAir",2022,5,20,27.078
"311","2022-05-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,41.031,"PurpleAir",2022,5,21,2.7665
"312","2022-05-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.421,"PurpleAir",2022,5,22,-37.61
"313","2022-05-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.642,"PurpleAir",2022,5,23,7.221
"314","2022-05-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,16.5275,"PurpleAir",2022,5,24,5.8855
"315","2022-05-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.385,"PurpleAir",2022,5,25,-15.1425
"316","2022-05-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.465,"PurpleAir",2022,5,26,4.08
"317","2022-05-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.2915,"PurpleAir",2022,5,27,4.8265
"318","2022-05-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.425,"PurpleAir",2022,5,28,-3.8665
"319","2022-05-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.697,"PurpleAir",2022,5,29,0.271999999999999
"320","2022-05-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.404,"PurpleAir",2022,5,30,-2.293
"321","2022-06-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,0.312,"PurpleAir",2022,6,2,-4.092
"322","2022-06-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.2665,"PurpleAir",2022,6,3,4.9545
"323","2022-06-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.6955,"PurpleAir",2022,6,4,3.429
"324","2022-06-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.4465,"PurpleAir",2022,6,5,5.751
"325","2022-06-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.487,"PurpleAir",2022,6,6,-4.9595
"326","2022-06-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.3215,"PurpleAir",2022,6,7,-4.1655
"327","2022-06-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.6865,"PurpleAir",2022,6,8,7.365
"328","2022-06-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,15.5635,"PurpleAir",2022,6,9,2.877
"329","2022-06-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,16.9265,"PurpleAir",2022,6,10,1.363
"330","2022-06-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.487,"PurpleAir",2022,6,11,-10.4395
"331","2022-06-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.0925,"PurpleAir",2022,6,12,-0.3945
"332","2022-06-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.0415,"PurpleAir",2022,6,13,4.949
"333","2022-06-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.936,"PurpleAir",2022,6,14,-2.1055
"334","2022-06-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.9235,"PurpleAir",2022,6,15,-0.0124999999999993
"335","2022-06-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.2915,"PurpleAir",2022,6,16,0.367999999999999
"336","2022-06-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.89,"PurpleAir",2022,6,17,2.5985
"337","2022-06-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.807,"PurpleAir",2022,6,18,-4.083
"338","2022-06-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.9295,"PurpleAir",2022,6,19,5.1225
"339","2022-06-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.486,"PurpleAir",2022,6,20,1.5565
"340","2022-06-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.4945,"PurpleAir",2022,6,21,3.0085
"341","2022-06-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.8145,"PurpleAir",2022,6,22,-7.68
"342","2022-06-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.7555,"PurpleAir",2022,6,23,-3.059
"343","2022-06-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.734,"PurpleAir",2022,6,24,0.9785
"344","2022-06-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.71,"PurpleAir",2022,6,25,-1.024
"345","2022-06-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.4645,"PurpleAir",2022,6,26,3.7545
"346","2022-06-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.25,"PurpleAir",2022,6,27,-0.214499999999999
"347","2022-06-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.4455,"PurpleAir",2022,6,28,-0.804500000000001
"348","2022-06-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.1055,"PurpleAir",2022,6,29,0.66
"349","2022-06-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.842,"PurpleAir",2022,6,30,3.7365
"350","2022-07-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.7815,"PurpleAir",2022,7,1,-7.0605
"351","2022-07-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.046,"PurpleAir",2022,7,2,0.264500000000001
"352","2022-07-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.4205,"PurpleAir",2022,7,3,2.3745
"353","2022-07-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.276,"PurpleAir",2022,7,4,-2.1445
"354","2022-07-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.667,"PurpleAir",2022,7,5,-1.609
"355","2022-07-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.9575,"PurpleAir",2022,7,6,-0.7095
"356","2022-07-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.3155,"PurpleAir",2022,7,7,-0.641999999999999
"357","2022-07-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.148,"PurpleAir",2022,7,8,-0.1675
"358","2022-07-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.3195,"PurpleAir",2022,7,9,-0.8285
"359","2022-07-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.707,"PurpleAir",2022,7,10,4.3875
"360","2022-07-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.8075,"PurpleAir",2022,7,11,7.1005
"361","2022-07-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.9555,"PurpleAir",2022,7,12,-2.852
"362","2022-07-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.5995,"PurpleAir",2022,7,13,0.644
"363","2022-07-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.136,"PurpleAir",2022,7,14,-0.463500000000002
"364","2022-07-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.51,"PurpleAir",2022,7,15,-1.626
"365","2022-07-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.0175,"PurpleAir",2022,7,16,-6.4925
"366","2022-07-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.7935,"PurpleAir",2022,7,17,3.776
"367","2022-07-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.409,"PurpleAir",2022,7,18,-0.3845
"368","2022-07-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.617,"PurpleAir",2022,7,19,-3.792
"369","2022-07-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.585,"PurpleAir",2022,7,20,4.968
"370","2022-07-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.8595,"PurpleAir",2022,7,21,-2.7255
"371","2022-07-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.432,"PurpleAir",2022,7,22,1.5725
"372","2022-07-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.9395,"PurpleAir",2022,7,23,-0.492500000000001
"373","2022-07-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.375,"PurpleAir",2022,7,24,-3.5645
"374","2022-07-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.4,"PurpleAir",2022,7,25,-1.975
"375","2022-07-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.2855,"PurpleAir",2022,7,26,0.8855
"376","2022-07-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.32,"PurpleAir",2022,7,27,0.0345
"377","2022-07-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.594,"PurpleAir",2022,7,28,1.274
"378","2022-07-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.6325,"PurpleAir",2022,7,29,-0.9615
"379","2022-07-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.713,"PurpleAir",2022,7,30,-0.9195
"380","2022-07-31",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.7335,"PurpleAir",2022,7,31,2.0205
"381","2022-08-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.2285,"PurpleAir",2022,8,1,-1.505
"382","2022-08-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.0365,"PurpleAir",2022,8,2,-0.192
"383","2022-08-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.3465,"PurpleAir",2022,8,3,0.31
"384","2022-08-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.719,"PurpleAir",2022,8,4,3.3725
"385","2022-08-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.8255,"PurpleAir",2022,8,5,2.1065
"386","2022-08-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.603,"PurpleAir",2022,8,6,-0.2225
"387","2022-08-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.0505,"PurpleAir",2022,8,7,-4.5525
"388","2022-08-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.779,"PurpleAir",2022,8,8,0.7285
"389","2022-08-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.665,"PurpleAir",2022,8,9,-2.114
"390","2022-08-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.9285,"PurpleAir",2022,8,10,3.2635
"391","2022-08-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.5005,"PurpleAir",2022,8,11,3.572
"392","2022-08-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.9425,"PurpleAir",2022,8,12,5.442
"393","2022-08-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.792,"PurpleAir",2022,8,13,-2.1505
"394","2022-08-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.1235,"PurpleAir",2022,8,14,-2.6685
"395","2022-08-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.589,"PurpleAir",2022,8,15,-5.5345
"396","2022-08-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.3705,"PurpleAir",2022,8,16,1.7815
"397","2022-08-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.438,"PurpleAir",2022,8,17,1.0675
"398","2022-08-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.008,"PurpleAir",2022,8,18,4.57
"399","2022-08-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,20.746,"PurpleAir",2022,8,19,9.738
"400","2022-08-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.6375,"PurpleAir",2022,8,20,-13.1085
"401","2022-08-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.928,"PurpleAir",2022,8,21,-3.7095
"402","2022-08-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.36,"PurpleAir",2022,8,22,-0.568
"403","2022-08-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.011,"PurpleAir",2022,8,23,-1.349
"404","2022-08-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.825,"PurpleAir",2022,8,24,2.814
"405","2022-08-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.035,"PurpleAir",2022,8,25,2.21
"406","2022-08-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.8915,"PurpleAir",2022,8,26,-1.1435
"407","2022-08-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.619,"PurpleAir",2022,8,27,3.7275
"408","2022-08-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.7005,"PurpleAir",2022,8,28,-5.9185
"409","2022-08-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.0465,"PurpleAir",2022,8,29,-0.654
"410","2022-08-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.4885,"PurpleAir",2022,8,30,3.442
"411","2022-08-31",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.1385,"PurpleAir",2022,8,31,1.65
"412","2022-09-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.312,"PurpleAir",2022,9,1,0.173500000000001
"413","2022-09-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.674,"PurpleAir",2022,9,2,0.361999999999998
"414","2022-09-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.979,"PurpleAir",2022,9,3,2.305
"415","2022-09-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.709,"PurpleAir",2022,9,4,-3.27
"416","2022-09-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.023,"PurpleAir",2022,9,5,-0.686
"417","2022-09-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.6075,"PurpleAir",2022,9,6,2.5845
"418","2022-09-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.6995,"PurpleAir",2022,9,7,0.0920000000000005
"419","2022-09-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,16.606,"PurpleAir",2022,9,8,6.9065
"420","2022-09-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,16.089,"PurpleAir",2022,9,9,-0.517000000000003
"421","2022-09-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.7725,"PurpleAir",2022,9,10,1.6835
"422","2022-09-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,15.4095,"PurpleAir",2022,9,11,-2.363
"423","2022-09-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.7825,"PurpleAir",2022,9,12,-2.627
"424","2022-09-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.942,"PurpleAir",2022,9,13,2.1595
"425","2022-09-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,15.1935,"PurpleAir",2022,9,14,0.2515
"426","2022-09-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.2405,"PurpleAir",2022,9,15,-1.953
"427","2022-09-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.4445,"PurpleAir",2022,9,16,1.204
"428","2022-09-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.739,"PurpleAir",2022,9,17,-8.7055
"429","2022-09-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.144,"PurpleAir",2022,9,18,1.405
"430","2022-09-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.2225,"PurpleAir",2022,9,19,0.0785
"431","2022-09-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.394,"PurpleAir",2022,9,20,-0.8285
"432","2022-09-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.888,"PurpleAir",2022,9,21,0.494
"433","2022-09-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.905,"PurpleAir",2022,9,22,7.017
"434","2022-09-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,16.279,"PurpleAir",2022,9,23,2.374
"435","2022-09-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,21.1725,"PurpleAir",2022,9,24,4.8935
"436","2022-09-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.784,"PurpleAir",2022,9,25,-12.3885
"437","2022-09-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.4265,"PurpleAir",2022,9,26,-1.3575
"438","2022-09-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.4915,"PurpleAir",2022,9,27,5.065
"439","2022-09-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.4295,"PurpleAir",2022,9,28,-6.062
"440","2022-09-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.404,"PurpleAir",2022,9,29,5.9745
"441","2022-09-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.606,"PurpleAir",2022,9,30,2.202
"442","2022-10-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.6585,"PurpleAir",2022,10,1,-5.9475
"443","2022-10-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.5315,"PurpleAir",2022,10,2,8.873
"444","2022-10-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,19.334,"PurpleAir",2022,10,3,1.8025
"445","2022-10-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.753,"PurpleAir",2022,10,4,-7.581
"446","2022-10-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.6105,"PurpleAir",2022,10,5,1.8575
