"","time","lat","lon","address","site_number","no2","o3","pm25","source","year","month","day","pm_diff"
"447","2022-10-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,18.6215,"PurpleAir",2022,10,6,5.011
"448","2022-10-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,23.9195,"PurpleAir",2022,10,7,5.298
"449","2022-10-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,25.1285,"PurpleAir",2022,10,8,1.209
"450","2022-10-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,21.5355,"PurpleAir",2022,10,9,-3.593
"451","2022-10-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,21.739,"PurpleAir",2022,10,10,0.203500000000002
"452","2022-10-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.3475,"PurpleAir",2022,10,11,-8.3915
"453","2022-10-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.246,"PurpleAir",2022,10,12,-6.1015
"454","2022-10-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.9235,"PurpleAir",2022,10,13,-2.3225
"455","2022-10-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.3105,"PurpleAir",2022,10,14,1.387
"456","2022-10-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.0675,"PurpleAir",2022,10,15,5.757
"457","2022-10-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.333,"PurpleAir",2022,10,16,-6.7345
"458","2022-10-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.937,"PurpleAir",2022,10,17,1.604
"459","2022-10-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,0.7675,"PurpleAir",2022,10,18,-6.1695
"460","2022-10-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.5485,"PurpleAir",2022,10,19,0.781
"461","2022-10-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.683,"PurpleAir",2022,10,20,1.1345
"462","2022-10-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.449,"PurpleAir",2022,10,21,3.766
"463","2022-10-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.421,"PurpleAir",2022,10,22,-3.028
"464","2022-10-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.522,"PurpleAir",2022,10,23,-0.899
"465","2022-10-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.6135,"PurpleAir",2022,10,24,0.0915000000000004
"466","2022-10-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,0.9025,"PurpleAir",2022,10,25,-1.711
"467","2022-10-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.4225,"PurpleAir",2022,10,26,9.52
"468","2022-10-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.1045,"PurpleAir",2022,10,27,-2.318
"469","2022-10-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.0795,"PurpleAir",2022,10,28,2.975
"470","2022-10-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.003,"PurpleAir",2022,10,29,1.9235
"471","2022-10-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.2155,"PurpleAir",2022,10,30,4.2125
"472","2022-10-31",32.4871,-97.04825,"Worth Court",99159,NA,NA,20.8765,"PurpleAir",2022,10,31,3.661
"473","2022-11-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.755,"PurpleAir",2022,11,1,-6.1215
"474","2022-11-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,25.0865,"PurpleAir",2022,11,2,10.3315
"475","2022-11-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,25.5135,"PurpleAir",2022,11,3,0.427
"476","2022-11-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.7835,"PurpleAir",2022,11,4,-18.73
"477","2022-11-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.6165,"PurpleAir",2022,11,5,-1.167
"478","2022-11-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.0265,"PurpleAir",2022,11,6,-2.59
"479","2022-11-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.042,"PurpleAir",2022,11,7,7.0155
"480","2022-11-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,23.163,"PurpleAir",2022,11,8,13.121
"481","2022-11-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.856,"PurpleAir",2022,11,9,-8.307
"482","2022-11-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.9945,"PurpleAir",2022,11,10,0.138500000000001
"483","2022-11-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.6275,"PurpleAir",2022,11,11,-5.367
"484","2022-11-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.3075,"PurpleAir",2022,11,12,-8.32
"485","2022-11-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.9885,"PurpleAir",2022,11,13,10.681
"486","2022-11-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.5305,"PurpleAir",2022,11,14,-3.458
"487","2022-11-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.252,"PurpleAir",2022,11,15,4.7215
"488","2022-11-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,19.466,"PurpleAir",2022,11,16,6.214
"489","2022-11-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.9995,"PurpleAir",2022,11,17,-1.4665
"490","2022-11-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.755,"PurpleAir",2022,11,18,-3.2445
"491","2022-11-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.5625,"PurpleAir",2022,11,19,-12.1925
"492","2022-11-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,18.462,"PurpleAir",2022,11,20,15.8995
"493","2022-11-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.8165,"PurpleAir",2022,11,21,-7.6455
"494","2022-11-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,23.8725,"PurpleAir",2022,11,22,13.056
"495","2022-11-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,15.712,"PurpleAir",2022,11,23,-8.1605
"496","2022-11-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,25.3255,"PurpleAir",2022,11,24,9.6135
"497","2022-11-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.497,"PurpleAir",2022,11,25,-13.8285
"498","2022-11-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.9685,"PurpleAir",2022,11,26,-7.5285
"499","2022-11-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.8965,"PurpleAir",2022,11,27,-0.0720000000000001
"500","2022-11-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.0345,"PurpleAir",2022,11,28,2.138
"501","2022-11-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.192,"PurpleAir",2022,11,29,4.1575
"502","2022-11-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.89,"PurpleAir",2022,11,30,-8.302
"503","2022-12-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.9225,"PurpleAir",2022,12,1,1.0325
"504","2022-12-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,16.4305,"PurpleAir",2022,12,2,13.508
"505","2022-12-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.03,"PurpleAir",2022,12,3,-12.4005
"506","2022-12-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.104,"PurpleAir",2022,12,4,1.074
"507","2022-12-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,18.0645,"PurpleAir",2022,12,5,12.9605
"508","2022-12-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.522,"PurpleAir",2022,12,6,-9.5425
"509","2022-12-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,22.1745,"PurpleAir",2022,12,7,13.6525
"510","2022-12-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,24.0425,"PurpleAir",2022,12,8,1.868
"511","2022-12-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,30.5605,"PurpleAir",2022,12,9,6.518
"512","2022-12-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,19.409,"PurpleAir",2022,12,10,-11.1515
"513","2022-12-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.797,"PurpleAir",2022,12,11,-10.612
"514","2022-12-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.8085,"PurpleAir",2022,12,12,9.0115
"515","2022-12-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.4245,"PurpleAir",2022,12,13,-6.384
"516","2022-12-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.3495,"PurpleAir",2022,12,14,-10.075
"517","2022-12-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.796,"PurpleAir",2022,12,15,1.4465
"518","2022-12-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.0685,"PurpleAir",2022,12,16,4.2725
"519","2022-12-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.112,"PurpleAir",2022,12,17,-3.9565
"520","2022-12-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.687,"PurpleAir",2022,12,18,6.575
"521","2022-12-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.253,"PurpleAir",2022,12,19,-6.434
"522","2022-12-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.896,"PurpleAir",2022,12,20,11.643
"523","2022-12-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,20.4775,"PurpleAir",2022,12,21,5.5815
"524","2022-12-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,29.7225,"PurpleAir",2022,12,22,9.245
"525","2022-12-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,0.37,"PurpleAir",2022,12,23,-29.3525
"526","2022-12-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.305,"PurpleAir",2022,12,24,1.935
"527","2022-12-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.295,"PurpleAir",2022,12,27,5.99
"528","2022-12-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.249,"PurpleAir",2022,12,28,-2.046
"529","2022-12-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.0545,"PurpleAir",2022,12,29,5.8055
"530","2022-12-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.24,"PurpleAir",2022,12,30,-4.8145
"531","2022-12-31",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.974,"PurpleAir",2022,12,31,0.734
"532","2023-01-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,37.494,"PurpleAir",2023,1,1,29.52
"533","2023-01-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,34.371,"PurpleAir",2023,1,2,-3.123
"534","2023-01-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.4975,"PurpleAir",2023,1,3,-26.8735
"535","2023-01-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.924,"PurpleAir",2023,1,4,-2.5735
"536","2023-01-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.911,"PurpleAir",2023,1,5,5.987
"537","2023-01-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.8835,"PurpleAir",2023,1,6,-0.0274999999999981
"538","2023-01-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.4975,"PurpleAir",2023,1,7,-5.386
"539","2023-01-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.1255,"PurpleAir",2023,1,8,4.628
"540","2023-01-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.1595,"PurpleAir",2023,1,9,7.034
"541","2023-01-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.4815,"PurpleAir",2023,1,10,-3.678
"542","2023-01-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.153,"PurpleAir",2023,1,11,-3.3285
"543","2023-01-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.011,"PurpleAir",2023,1,12,-5.142
"544","2023-01-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.483,"PurpleAir",2023,1,13,1.472
"545","2023-01-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.135,"PurpleAir",2023,1,14,2.652
"546","2023-01-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.2535,"PurpleAir",2023,1,15,-2.8815
"547","2023-01-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.2865,"PurpleAir",2023,1,16,-3.967
"548","2023-01-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,22.8265,"PurpleAir",2023,1,29,20.54
"549","2023-01-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.698,"PurpleAir",2023,1,30,-8.1285
"550","2023-01-31",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.4615,"PurpleAir",2023,1,31,-4.2365
"551","2023-02-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.6305,"PurpleAir",2023,2,1,3.169
"552","2023-02-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,26.5825,"PurpleAir",2023,2,2,12.952
"553","2023-02-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,31.931,"PurpleAir",2023,2,3,5.3485
"554","2023-02-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,28.9655,"PurpleAir",2023,2,4,-2.9655
"555","2023-02-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.78,"PurpleAir",2023,2,5,-16.1855
"556","2023-02-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.227,"PurpleAir",2023,2,6,-5.553
"557","2023-02-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.669,"PurpleAir",2023,2,7,0.441999999999999
"558","2023-02-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.4125,"PurpleAir",2023,2,8,-4.2565
"559","2023-02-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.495,"PurpleAir",2023,2,9,9.0825
"560","2023-02-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.022,"PurpleAir",2023,2,10,-5.473
"561","2023-02-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.3235,"PurpleAir",2023,2,11,2.3015
"562","2023-02-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.524,"PurpleAir",2023,2,12,2.2005
"563","2023-02-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.4615,"PurpleAir",2023,2,13,-8.0625
"564","2023-02-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.3425,"PurpleAir",2023,2,14,-1.119
"565","2023-02-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.742,"PurpleAir",2023,2,15,10.3995
"566","2023-02-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.0775,"PurpleAir",2023,2,16,-1.6645
"567","2023-02-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.16,"PurpleAir",2023,2,17,-9.9175
"568","2023-02-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.8395,"PurpleAir",2023,2,18,11.6795
"569","2023-02-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.3755,"PurpleAir",2023,2,19,-6.464
"570","2023-02-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.91,"PurpleAir",2023,2,20,-1.4655
"571","2023-02-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.732,"PurpleAir",2023,2,21,0.822
"572","2023-02-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,11.0795,"PurpleAir",2023,2,22,5.3475
"573","2023-02-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.674,"PurpleAir",2023,2,23,-1.4055
"574","2023-02-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.2115,"PurpleAir",2023,2,24,-5.4625
"575","2023-02-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,19.946,"PurpleAir",2023,2,25,15.7345
"576","2023-02-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,32.547,"PurpleAir",2023,2,26,12.601
"577","2023-02-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.908,"PurpleAir",2023,2,27,-22.639
"578","2023-02-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.678,"PurpleAir",2023,2,28,-7.23
"579","2023-03-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.0505,"PurpleAir",2023,3,1,14.3725
"580","2023-03-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,18.0945,"PurpleAir",2023,3,2,1.044
"581","2023-03-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.494,"PurpleAir",2023,3,3,-8.6005
"582","2023-03-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.0775,"PurpleAir",2023,3,4,4.5835
"583","2023-03-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.48,"PurpleAir",2023,3,5,-4.5975
"584","2023-03-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.352,"PurpleAir",2023,3,6,0.872
"585","2023-03-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,27.7975,"PurpleAir",2023,3,7,17.4455
"586","2023-03-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,24.724,"PurpleAir",2023,3,8,-3.0735
"587","2023-03-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,30.683,"PurpleAir",2023,3,9,5.959
"588","2023-03-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.291,"PurpleAir",2023,3,10,-21.392
"589","2023-03-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,23.64,"PurpleAir",2023,3,11,14.349
"590","2023-03-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.1625,"PurpleAir",2023,3,12,-13.4775
"591","2023-03-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.7095,"PurpleAir",2023,3,13,-6.453
"592","2023-03-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.498,"PurpleAir",2023,3,14,2.7885
"593","2023-03-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,25.551,"PurpleAir",2023,3,15,19.053
"594","2023-03-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.7655,"PurpleAir",2023,3,16,-12.7855
"595","2023-03-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.845,"PurpleAir",2023,3,17,-9.9205
"596","2023-03-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.677,"PurpleAir",2023,3,18,2.832
"597","2023-03-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.4575,"PurpleAir",2023,3,19,-1.2195
"598","2023-03-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.6055,"PurpleAir",2023,3,20,3.148
"599","2023-03-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.687,"PurpleAir",2023,3,21,1.0815
"600","2023-03-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.9905,"PurpleAir",2023,3,22,0.3035
"601","2023-03-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.214,"PurpleAir",2023,3,23,4.2235
"602","2023-03-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.2275,"PurpleAir",2023,3,24,-2.9865
"603","2023-03-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.4815,"PurpleAir",2023,3,25,-8.746
"604","2023-03-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.9925,"PurpleAir",2023,3,26,7.511
"605","2023-03-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.866,"PurpleAir",2023,3,27,-4.1265
"606","2023-03-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,15.488,"PurpleAir",2023,3,28,10.622
"607","2023-03-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,19.084,"PurpleAir",2023,3,29,3.596
"608","2023-03-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,18.197,"PurpleAir",2023,3,30,-0.886999999999997
"609","2023-03-31",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.7095,"PurpleAir",2023,3,31,-8.4875
"610","2023-04-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.8445,"PurpleAir",2023,4,1,-7.865
"611","2023-04-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.7405,"PurpleAir",2023,4,2,7.896
"612","2023-04-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,26.083,"PurpleAir",2023,4,3,16.3425
"613","2023-04-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,29.9935,"PurpleAir",2023,4,4,3.9105
"614","2023-04-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,20.9815,"PurpleAir",2023,4,5,-9.012
"615","2023-04-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.5875,"PurpleAir",2023,4,6,-19.394
"616","2023-04-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,3.295,"PurpleAir",2023,4,7,1.7075
"617","2023-04-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.04,"PurpleAir",2023,4,8,2.745
"618","2023-04-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.0085,"PurpleAir",2023,4,9,5.9685
"619","2023-04-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.0965,"PurpleAir",2023,4,10,2.088
"620","2023-04-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.5385,"PurpleAir",2023,4,11,-5.558
"621","2023-04-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.9315,"PurpleAir",2023,4,12,0.393000000000001
"622","2023-04-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.13,"PurpleAir",2023,4,13,-2.8015
"623","2023-04-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.583,"PurpleAir",2023,4,14,0.453
"624","2023-04-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.2575,"PurpleAir",2023,4,15,0.6745
"625","2023-04-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,2.1305,"PurpleAir",2023,4,16,-5.127
"626","2023-04-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,15.2065,"PurpleAir",2023,4,17,13.076
"627","2023-04-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.573,"PurpleAir",2023,4,18,-6.6335
"628","2023-04-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.6425,"PurpleAir",2023,4,19,0.0694999999999997
"629","2023-04-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,9.921,"PurpleAir",2023,4,20,1.2785
"630","2023-04-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.463,"PurpleAir",2023,4,21,-3.458
"631","2023-04-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,5.462,"PurpleAir",2023,4,22,-1.001
"632","2023-04-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,6.2195,"PurpleAir",2023,4,23,0.7575
"633","2023-04-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.2765,"PurpleAir",2023,4,24,1.057
"634","2023-04-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.5295,"PurpleAir",2023,4,25,3.253
"635","2023-04-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.8855,"PurpleAir",2023,4,26,2.356
"636","2023-04-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.848,"PurpleAir",2023,4,27,-2.0375
"637","2023-04-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.1415,"PurpleAir",2023,4,28,-2.7065
"638","2023-04-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.0045,"PurpleAir",2023,4,29,-4.137
"639","2023-04-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.1195,"PurpleAir",2023,4,30,0.115
"640","2023-05-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,1.2395,"PurpleAir",2023,5,1,-2.88
"641","2023-05-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,4.725,"PurpleAir",2023,5,2,3.4855
"642","2023-05-03",32.4871,-97.04825,"Worth Court",99159,NA,NA,7.431,"PurpleAir",2023,5,3,2.706
"643","2023-05-04",32.4871,-97.04825,"Worth Court",99159,NA,NA,13.786,"PurpleAir",2023,5,4,6.355
"644","2023-05-05",32.4871,-97.04825,"Worth Court",99159,NA,NA,22.096,"PurpleAir",2023,5,5,8.31
"645","2023-05-06",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.104,"PurpleAir",2023,5,6,-7.992
"646","2023-05-07",32.4871,-97.04825,"Worth Court",99159,NA,NA,17.9605,"PurpleAir",2023,5,7,3.8565
"647","2023-05-08",32.4871,-97.04825,"Worth Court",99159,NA,NA,22.1425,"PurpleAir",2023,5,8,4.182
"648","2023-05-09",32.4871,-97.04825,"Worth Court",99159,NA,NA,23.4045,"PurpleAir",2023,5,9,1.262
"649","2023-05-10",32.4871,-97.04825,"Worth Court",99159,NA,NA,14.2305,"PurpleAir",2023,5,10,-9.174
"650","2023-05-11",32.4871,-97.04825,"Worth Court",99159,NA,NA,21.839,"PurpleAir",2023,5,11,7.6085
"651","2023-05-12",32.4871,-97.04825,"Worth Court",99159,NA,NA,34.643,"PurpleAir",2023,5,12,12.804
"652","2023-05-13",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.496,"PurpleAir",2023,5,13,-26.147
"653","2023-05-14",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.8345,"PurpleAir",2023,5,14,0.338500000000002
"654","2023-05-15",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.8055,"PurpleAir",2023,5,15,-0.0289999999999999
"655","2023-05-16",32.4871,-97.04825,"Worth Court",99159,NA,NA,8.437,"PurpleAir",2023,5,16,-0.368499999999999
"656","2023-05-17",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.0515,"PurpleAir",2023,5,17,3.6145
"657","2023-05-18",32.4871,-97.04825,"Worth Court",99159,NA,NA,10.783,"PurpleAir",2023,5,18,-1.2685
"658","2023-05-19",32.4871,-97.04825,"Worth Court",99159,NA,NA,12.0195,"PurpleAir",2023,5,19,1.2365
"659","2023-05-20",32.4871,-97.04825,"Worth Court",99159,NA,NA,41.6725,"PurpleAir",2023,5,20,29.653
"660","2023-05-21",32.4871,-97.04825,"Worth Court",99159,NA,NA,36.2755,"PurpleAir",2023,5,21,-5.397
"661","2023-05-22",32.4871,-97.04825,"Worth Court",99159,NA,NA,41.9575,"PurpleAir",2023,5,22,5.682
"662","2023-05-23",32.4871,-97.04825,"Worth Court",99159,NA,NA,40.595,"PurpleAir",2023,5,23,-1.3625
"663","2023-05-24",32.4871,-97.04825,"Worth Court",99159,NA,NA,35.27,"PurpleAir",2023,5,24,-5.325
"664","2023-05-25",32.4871,-97.04825,"Worth Court",99159,NA,NA,21.02,"PurpleAir",2023,5,25,-14.25
"665","2023-05-26",32.4871,-97.04825,"Worth Court",99159,NA,NA,34.1495,"PurpleAir",2023,5,26,13.1295
"666","2023-05-27",32.4871,-97.04825,"Worth Court",99159,NA,NA,38.517,"PurpleAir",2023,5,27,4.3675
"667","2023-05-28",32.4871,-97.04825,"Worth Court",99159,NA,NA,37.526,"PurpleAir",2023,5,28,-0.991
"668","2023-05-29",32.4871,-97.04825,"Worth Court",99159,NA,NA,30.829,"PurpleAir",2023,5,29,-6.697
"669","2023-05-30",32.4871,-97.04825,"Worth Court",99159,NA,NA,16.8945,"PurpleAir",2023,5,30,-13.9345
"670","2023-05-31",32.4871,-97.04825,"Worth Court",99159,NA,NA,18.6975,"PurpleAir",2023,5,31,1.803
"671","2023-06-01",32.4871,-97.04825,"Worth Court",99159,NA,NA,19.5145,"PurpleAir",2023,6,1,0.817
"672","2023-06-02",32.4871,-97.04825,"Worth Court",99159,NA,NA,25.5885,"PurpleAir",2023,6,2,6.074
