time,lat,lon,address,site_number,no2,o3,pm25,source,year,month,day,o3_diff,Note
10/25/2020,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.014765,NA,EPA,2020,10,25,-0.015294,
05/07/2019,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.037636,NA,EPA,2019,5,7,-0.015599,
05/23/2022,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.030294,NA,EPA,2022,5,23,-0.015765,
04/18/2024,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.035353,NA,EPA,2024,4,18,-0.015823,
05/02/2019,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.023412,NA,EPA,2019,5,2,-0.015941,
05/28/2022,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.043882,NA,EPA,2022,5,28,-0.015942,
03/21/2022,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.034091,NA,EPA,2022,3,21,-0.015968,
11/06/2019,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.023647,NA,EPA,2019,11,6,-0.016882,
11/04/2022,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.014471,NA,EPA,2022,11,4,-0.017,
08/23/2023,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.038176,NA,EPA,2023,8,23,-0.017059,
10/09/2019,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.029706,NA,EPA,2019,10,9,-0.017118,
04/24/2024,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.028824,NA,EPA,2024,4,24,-0.018352,
03/12/2021,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.015941,NA,EPA,2021,3,12,-0.018412,
03/08/2020,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.03,NA,EPA,2020,3,8,-0.019412,
03/04/2022,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.040059,NA,EPA,2022,3,4,-0.019412,
11/20/2019,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.025882,NA,EPA,2019,11,20,-0.019824,
05/20/2019,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.029765,NA,EPA,2019,5,20,-0.019882,
10/16/2022,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.023176,NA,EPA,2022,10,16,-0.02053,
05/25/2020,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.030059,NA,EPA,2020,5,25,-0.02147,
10/07/2022,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.029,NA,EPA,2022,10,7,-0.021529,
09/10/2022,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.032765,NA,EPA,2022,9,10,-0.024941,
12/27/2019,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.010471,NA,EPA,2019,12,27,-0.02547,
06/01/2022,34.8803,-101.6649,"Palo Duro Canyon State Park, Canyon, TX 79015",9991,NA,0.022706,NA,EPA,2022,6,1,-0.026941,
