,time,lat,lon,address,site_number,no2,o3,pm25,source,year,month,day,pm_diff,Notes
345,09/08/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,5.453,PurpleAir,2023,9,8,-0.106,
220,04/21/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,5.281,PurpleAir,2023,4,21,-3.991,
103,07/07/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,5.1845,PurpleAir,2022,7,7,-0.613,
312,08/06/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,5.1,PurpleAir,2023,8,6,-1.3205,
299,07/09/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,4.7915,PurpleAir,2023,7,9,-0.821,
34,04/27/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,4.7655,PurpleAir,2022,4,27,-1.4385,
228,04/29/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,4.742,PurpleAir,2023,4,29,-8.8665,
189,03/21/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,4.561,PurpleAir,2023,3,21,-22.7605,
186,03/18/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,4.5285,PurpleAir,2023,3,18,-3.145,
328,08/22/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,4.52,PurpleAir,2023,8,22,-6.036,
325,08/19/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,4.5105,PurpleAir,2023,8,19,-1.0605,
310,08/04/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,4.4305,PurpleAir,2023,8,4,-6.7325,
66,05/31/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,4.1085,PurpleAir,2022,5,31,-1.4265,
107,07/11/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,4.092,PurpleAir,2022,7,11,1.7975,
60,05/25/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,4.0455,PurpleAir,2022,5,25,-13.8885,
90,06/24/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,3.7805,PurpleAir,2022,6,24,0.0875,
89,06/23/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,3.693,PurpleAir,2022,6,23,-5.5495,
122,01/13/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,3.658,PurpleAir,2023,1,13,-2.0935,
296,07/06/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,3.5265,PurpleAir,2023,7,6,-4.833,
67,06/01/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,3.275,PurpleAir,2022,6,1,-0.8335,
134,01/25/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,3.266,PurpleAir,2023,1,25,-4.025,
105,07/09/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,3.082,PurpleAir,2022,7,9,-3.6825,
17,04/10/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,2.9955,PurpleAir,2022,4,10,-11.603,
5,03/27/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,2.8675,PurpleAir,2022,3,27,-8.8255,
142,02/02/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,2.5065,PurpleAir,2023,2,2,-4.0775,
106,07/10/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,2.2945,PurpleAir,2022,7,10,-0.7875,
157,02/17/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,2.26,PurpleAir,2023,2,17,-8.029,
206,04/07/2023,29.87164,-95.304085,AAH Little York,99151,NA,NA,1.704,PurpleAir,2023,4,7,-4.525,
14,04/07/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,0.849,PurpleAir,2022,4,7,-11.8465,
1,03/23/2022,29.87164,-95.304085,AAH Little York,99151,NA,NA,0.217,PurpleAir,2022,3,23,NA,
