,time,lat,lon,address,site_number,no2,o3,pm25,source,year,month,day,pm_diff,Note
201,10/12/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,10.1245,PurpleAir,2021,10,12,8.623,
202,10/13/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,7.355,PurpleAir,2021,10,13,-2.7695,
203,10/14/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.471,PurpleAir,2021,10,14,-4.884,
204,10/15/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.845,PurpleAir,2021,10,15,3.374,
205,10/16/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.3345,PurpleAir,2021,10,16,-4.5105,
206,10/17/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.3705,PurpleAir,2021,10,17,0.036,
207,10/18/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.2,PurpleAir,2021,10,18,0.8295,
208,10/19/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.6325,PurpleAir,2021,10,19,0.4325,
209,10/20/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.1165,PurpleAir,2021,10,20,0.484,
210,10/21/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.0775,PurpleAir,2021,10,21,2.961,
211,10/22/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,9.7205,PurpleAir,2021,10,22,3.643,
212,10/23/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.9845,PurpleAir,2021,10,23,-3.736,
213,10/24/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.257,PurpleAir,2021,10,24,-3.7275,
214,10/25/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.0515,PurpleAir,2021,10,25,2.7945,
215,10/26/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.901,PurpleAir,2021,10,26,-0.1505,
216,10/27/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.502,PurpleAir,2021,10,27,-1.399,
217,10/28/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.217,PurpleAir,2021,10,28,-3.285,
218,10/29/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.215,PurpleAir,2021,10,29,-0.002,
219,10/30/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.174,PurpleAir,2021,10,30,3.959,
220,10/31/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.262,PurpleAir,2021,10,31,0.088,
221,11/01/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.141,PurpleAir,2021,11,1,-2.121,
222,11/02/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.5155,PurpleAir,2021,11,2,1.3745,
223,11/03/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.116,PurpleAir,2021,11,3,-0.3995,
224,11/04/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.2465,PurpleAir,2021,11,4,-0.8695,
225,11/05/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.731,PurpleAir,2021,11,5,1.4845,
226,11/06/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.124,PurpleAir,2021,11,6,1.393,
227,11/07/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,7.2585,PurpleAir,2021,11,7,2.1345,
228,11/08/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.4185,PurpleAir,2021,11,8,-2.84,
229,11/09/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.6345,PurpleAir,2021,11,9,2.216,
230,11/10/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.3845,PurpleAir,2021,11,10,-4.25,
231,11/11/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.97,PurpleAir,2021,11,11,0.5855,
232,11/12/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.516,PurpleAir,2021,11,12,-0.454,
233,11/13/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.704,PurpleAir,2021,11,13,-1.812,
234,11/14/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.4835,PurpleAir,2021,11,14,0.7795,
235,11/15/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.532,PurpleAir,2021,11,15,1.0485,
236,11/16/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.563,PurpleAir,2021,11,16,0.031,
237,11/17/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.425,PurpleAir,2021,11,17,-1.138,
238,11/18/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.812,PurpleAir,2021,11,18,-0.613,
239,11/19/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.7675,PurpleAir,2021,11,19,-0.0445,
240,11/20/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.6575,PurpleAir,2021,11,20,3.89,
241,11/21/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.085,PurpleAir,2021,11,21,0.4275,
242,11/22/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.1475,PurpleAir,2021,11,22,-2.9375,
243,11/23/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.9035,PurpleAir,2021,11,23,-0.244,
244,11/24/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.21,PurpleAir,2021,11,24,3.3065,
245,11/25/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.1295,PurpleAir,2021,11,25,-2.0805,
246,11/26/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.3515,PurpleAir,2021,11,26,-1.778,
247,11/27/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.0925,PurpleAir,2021,11,27,2.741,
248,11/28/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.307,PurpleAir,2021,11,28,2.2145,
249,11/29/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.405,PurpleAir,2021,11,29,-4.902,
250,11/30/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.964,PurpleAir,2021,11,30,1.559,
251,12/01/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.8425,PurpleAir,2021,12,1,0.8785,
252,12/02/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.7515,PurpleAir,2021,12,2,2.909,
253,12/03/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,7.438,PurpleAir,2021,12,3,0.6865,
254,12/04/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,10.6395,PurpleAir,2021,12,4,3.2015,
255,12/05/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.572,PurpleAir,2021,12,5,-6.0675,
256,12/06/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.8065,PurpleAir,2021,12,6,1.2345,
257,12/07/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.3905,PurpleAir,2021,12,7,-4.416,
258,12/08/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.309,PurpleAir,2021,12,8,2.9185,
259,12/09/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,16.1795,PurpleAir,2021,12,9,11.8705,
260,12/10/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,22.62,PurpleAir,2021,12,10,6.4405,
261,12/11/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,7.603,PurpleAir,2021,12,11,-15.017,
262,12/12/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.2055,PurpleAir,2021,12,12,-6.3975,
263,12/13/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.32,PurpleAir,2021,12,13,1.1145,
264,12/14/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.5525,PurpleAir,2021,12,14,3.2325,
265,12/15/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.972,PurpleAir,2021,12,15,-0.5805,
266,12/16/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.582,PurpleAir,2021,12,16,-0.39,
267,12/17/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.29,PurpleAir,2021,12,17,-0.292,
268,12/18/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.6515,PurpleAir,2021,12,18,0.3615,
269,12/19/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.146,PurpleAir,2021,12,19,-2.5055,
270,12/20/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.0375,PurpleAir,2021,12,20,1.8915,
271,12/21/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.0135,PurpleAir,2021,12,21,1.976,
272,12/22/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.586,PurpleAir,2021,12,22,-0.4275,
273,12/23/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.6565,PurpleAir,2021,12,23,1.0705,
274,12/24/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.777,PurpleAir,2021,12,24,0.1205,
275,12/25/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,8.01,PurpleAir,2021,12,25,1.233,
276,12/26/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,17.9885,PurpleAir,2021,12,26,9.9785,
277,12/27/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,15.513,PurpleAir,2021,12,27,-2.4755,
278,12/28/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,16.6765,PurpleAir,2021,12,28,1.1635,
279,12/29/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,27.568,PurpleAir,2021,12,29,10.8915,
280,12/30/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,11.568,PurpleAir,2021,12,30,-16,
281,12/31/2021,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,19.154,PurpleAir,2021,12,31,7.586,
282,01/01/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,20.858,PurpleAir,2022,1,1,1.704,
283,01/02/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.17,PurpleAir,2022,1,2,-14.688,
284,01/03/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.8795,PurpleAir,2022,1,3,-5.2905,
285,01/04/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.541,PurpleAir,2022,1,4,0.6615,
286,01/05/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.1385,PurpleAir,2022,1,5,1.5975,
287,01/06/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.281,PurpleAir,2022,1,6,-0.8575,
288,01/07/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.7685,PurpleAir,2022,1,7,1.4875,
289,01/08/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,9.1995,PurpleAir,2022,1,8,5.431,
290,01/09/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,10.1955,PurpleAir,2022,1,9,0.996,
291,01/10/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.4965,PurpleAir,2022,1,10,-8.699,
292,01/11/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.1225,PurpleAir,2022,1,11,0.626,
293,01/12/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.7915,PurpleAir,2022,1,12,1.669,
294,01/13/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.191,PurpleAir,2022,1,13,-0.6005,
295,01/14/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.742,PurpleAir,2022,1,14,-0.449,
296,01/15/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.559,PurpleAir,2022,1,15,-1.183,
297,01/16/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.2325,PurpleAir,2022,1,16,-0.3265,
298,01/17/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.0905,PurpleAir,2022,1,17,-0.142,
299,01/18/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.0935,PurpleAir,2022,1,18,1.003,
300,01/19/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.827,PurpleAir,2022,1,19,3.7335,
301,01/20/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.7175,PurpleAir,2022,1,20,-3.1095,
302,01/21/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.9755,PurpleAir,2022,1,21,-1.742,
303,01/22/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.967,PurpleAir,2022,1,22,2.9915,
304,01/23/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.7745,PurpleAir,2022,1,23,0.8075,
305,01/24/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.6205,PurpleAir,2022,1,24,-1.154,
306,01/25/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.404,PurpleAir,2022,1,25,1.7835,
307,01/26/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,12.7055,PurpleAir,2022,1,26,7.3015,
308,01/27/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.6355,PurpleAir,2022,1,27,-6.07,
309,01/28/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.2715,PurpleAir,2022,1,28,-0.364,
310,01/29/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.2095,PurpleAir,2022,1,29,-5.062,
311,01/30/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.0985,PurpleAir,2022,1,30,0.889,
312,01/31/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.262,PurpleAir,2022,1,31,0.1635,
313,02/01/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.5955,PurpleAir,2022,2,1,2.3335,
314,02/02/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.546,PurpleAir,2022,2,2,1.9505,
315,02/03/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.9645,PurpleAir,2022,2,3,-3.5815,
316,02/04/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.378,PurpleAir,2022,2,4,-0.5865,
317,02/05/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.6305,PurpleAir,2022,2,5,-1.7475,
318,02/06/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.756,PurpleAir,2022,2,6,3.1255,
319,02/07/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.721,PurpleAir,2022,2,7,-0.035,
320,02/08/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.967,PurpleAir,2022,2,8,-2.754,
321,02/09/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.691,PurpleAir,2022,2,9,0.724,
322,02/10/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.6755,PurpleAir,2022,2,10,0.9845,
323,02/11/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.0475,PurpleAir,2022,2,11,2.372,
324,02/12/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.42,PurpleAir,2022,2,12,-1.6275,
325,02/13/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.327,PurpleAir,2022,2,13,-3.093,
326,02/14/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.5155,PurpleAir,2022,2,14,1.1885,
327,02/15/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.7005,PurpleAir,2022,2,15,0.185,
328,02/16/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.6925,PurpleAir,2022,2,16,0.992,
329,02/17/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.474,PurpleAir,2022,2,17,1.7815,
330,02/18/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.108,PurpleAir,2022,2,18,-3.366,
331,02/19/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.1375,PurpleAir,2022,2,19,2.0295,
332,02/20/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.8095,PurpleAir,2022,2,20,-0.328,
333,02/21/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.892,PurpleAir,2022,2,21,1.0825,
334,02/22/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,12.9095,PurpleAir,2022,2,22,9.0175,
335,02/23/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.377,PurpleAir,2022,2,23,-9.5325,
336,02/24/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.7295,PurpleAir,2022,2,24,-1.6475,
337,02/25/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.203,PurpleAir,2022,2,25,3.4735,
338,02/26/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,9.368,PurpleAir,2022,2,26,4.165,
339,02/27/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,7.6565,PurpleAir,2022,2,27,-1.7115,
340,02/28/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.3975,PurpleAir,2022,2,28,-4.259,
341,03/01/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.8035,PurpleAir,2022,3,1,0.406,
342,03/02/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.368,PurpleAir,2022,3,2,2.5645,
343,03/03/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.914,PurpleAir,2022,3,3,-0.454,
344,03/04/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.6065,PurpleAir,2022,3,4,0.6925,
345,03/05/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.216,PurpleAir,2022,3,5,-2.3905,
346,03/06/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,8.4545,PurpleAir,2022,3,6,4.2385,
347,03/07/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.442,PurpleAir,2022,3,7,-3.0125,
348,03/08/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.204,PurpleAir,2022,3,8,-2.238,
349,03/09/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,7.7805,PurpleAir,2022,3,9,4.5765,
350,03/10/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.838,PurpleAir,2022,3,10,-1.9425,
351,03/11/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,13.763,PurpleAir,2022,3,11,7.925,
352,03/12/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.955,PurpleAir,2022,3,12,-11.808,
353,03/13/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.5575,PurpleAir,2022,3,13,3.6025,
354,03/14/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.222,PurpleAir,2022,3,14,-3.3355,
355,03/15/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.7375,PurpleAir,2022,3,15,-0.4845,
356,03/16/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.4705,PurpleAir,2022,3,16,1.733,
357,03/17/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.2475,PurpleAir,2022,3,17,1.777,
358,03/18/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.2665,PurpleAir,2022,3,18,-1.981,
359,03/19/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.33,PurpleAir,2022,3,19,-0.9365,
360,03/20/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.923,PurpleAir,2022,3,20,-0.407,
361,03/21/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.2105,PurpleAir,2022,3,21,1.2875,
362,03/22/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.946,PurpleAir,2022,3,22,-0.2645,
363,03/23/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.4325,PurpleAir,2022,3,23,-2.5135,
364,03/24/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.2375,PurpleAir,2022,3,24,-0.195,
365,03/25/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.6705,PurpleAir,2022,3,25,2.433,
366,03/26/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.113,PurpleAir,2022,3,26,0.4425,
367,03/27/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.467,PurpleAir,2022,3,27,-1.646,
368,03/28/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.5745,PurpleAir,2022,3,28,0.1075,
369,03/29/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,6.6875,PurpleAir,2022,3,29,5.113,
370,03/30/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.1855,PurpleAir,2022,3,30,-1.502,
371,03/31/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.5065,PurpleAir,2022,3,31,-2.679,
372,04/01/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.258,PurpleAir,2022,4,1,-0.2485,
373,04/02/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.215,PurpleAir,2022,4,2,0.957,
374,04/03/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.0805,PurpleAir,2022,4,3,1.8655,
375,04/04/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,11.016,PurpleAir,2022,4,4,5.9355,
376,04/05/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,16.9525,PurpleAir,2022,4,5,5.9365,
377,04/06/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.007,PurpleAir,2022,4,6,-13.9455,
378,04/07/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.3525,PurpleAir,2022,4,7,-2.6545,
379,04/08/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.211,PurpleAir,2022,4,8,0.8585,
380,04/09/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,0.794,PurpleAir,2022,4,9,-0.417,
381,04/10/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,2.045,PurpleAir,2022,4,10,1.251,
382,04/11/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,9.814,PurpleAir,2022,4,11,7.769,
383,04/12/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,16.209,PurpleAir,2022,4,12,6.395,
384,04/13/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,14.6715,PurpleAir,2022,4,13,-1.5375,
385,04/14/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.3345,PurpleAir,2022,4,14,-13.337,
386,04/15/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.567,PurpleAir,2022,4,15,4.2325,
387,04/16/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,11.634,PurpleAir,2022,4,16,6.067,
388,04/17/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,15.247,PurpleAir,2022,4,17,3.613,
389,04/18/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,12.0455,PurpleAir,2022,4,18,-3.2015,
390,04/19/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,8.439,PurpleAir,2022,4,19,-3.6065,
391,04/20/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,8.775,PurpleAir,2022,4,20,0.336,
392,04/21/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,10.908,PurpleAir,2022,4,21,2.133,
393,04/22/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,7.7015,PurpleAir,2022,4,22,-3.2065,
394,04/23/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.6505,PurpleAir,2022,4,23,-3.051,
395,04/24/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.762,PurpleAir,2022,4,24,0.1115,
396,04/25/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.5075,PurpleAir,2022,4,25,-0.2545,
397,04/26/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,1.5555,PurpleAir,2022,4,26,-2.952,
398,04/27/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.413,PurpleAir,2022,4,27,2.8575,
399,04/28/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,4.0805,PurpleAir,2022,4,28,-0.3325,
400,04/29/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,3.122,PurpleAir,2022,4,29,-0.9585,
401,04/30/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,5.634,PurpleAir,2022,4,30,2.512,
402,05/01/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,35.5445,PurpleAir,2022,5,1,29.9105,
403,05/02/2022,29.878283,-98.14714,The sniffer @Little Star Ranch,9912,NA,NA,80.2275,PurpleAir,2022,5,2,44.683,
